Sample ID	Block	Time	Jar	Treatment	Measurement Date	Measurer Name	Larval Stage	Length	Height	Circumference 	Alive/Dead	Normal.Deformed
CS.B10.T00.J01 8.18.18-0008	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.048	0.052	0.17	Alive	Normal
CS.B10.T00.J01 8.18.18-0009	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.057	0.052	0.178	Alive	Normal
CS.B10.T00.J01 8.18.18-0010	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.050	0.066	0.199	Alive	Normal
CS.B10.T00.J01 8.18.18-0011	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.046	0.051	0.152	Alive	Normal
CS.B10.T00.J01 8.18.18-0012	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.045	0.051	0.159	Alive	Normal
CS.B10.T00.J01 8.18.18-0014	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.046	0.054	0.168	Alive	Normal
CS.B10.T00.J01 8.18.18-0015	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.047	0.046	0.159	Alive	Normal
CS.B10.T00.J01 8.18.18-0016	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.051	0.057	0.162	Alive	Normal
CS.B10.T00.J01 8.18.18-0017	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.052	0.051	0.168	Alive	Normal
CS.B10.T00.J01 8.18.18-0018	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.048	0.055	0.166	Alive	Normal
CS.B10.T00.J01 8.18.18-0019	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.055	0.055	0.179	Alive	Normal
CS.B10.T00.J01 8.18.18-0020	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.040	0.054	0.164	Alive	Normal
CS.B10.T00.J01 8.18.18-0021	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.052	0.058	0.183	Alive	Normal
CS.B10.T00.J01 8.18.18-0022	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.055	0.057	0.189	Alive	Normal
CS.B10.T00.J01 8.18.18-0023	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.053	0.046	0.18	Alive	Normal
CS.B10.T00.J01 8.18.18-0024 A (top)	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.048	0.053	0.169	Alive	Normal
CS.B10.T00.J01 8.18.18-0024 B	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.045	0.058	0.172	Alive	Normal
CS.B10.T00.J01 8.18.18-0025	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.057	0.058	0.183	Alive	Normal
CS.B10.T00.J01 8.18.18-0026	B10	T00	J01	CASE	7/1/2019	Melati Tarrant	Trochophore	0.058	0.057	0.184	Alive	Normal
CS.B10.T00.J02 8.18.18-0001	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.049	0.049	0.166	Alive	Normal
CS.B10.T00.J02 8.18.18-0002	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.057	0.046	0.165	Alive	Normal
CS.B10.T00.J02 8.18.18-0003 B	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.052	0.046	0.169	Alive	Normal
CS.B10.T00.J02 8.18.18-0004 A	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.051	0.045	0.149	Alive	Normal
CS.B10.T00.J02 8.18.18-0004 B	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.045	0.061	0.181	Alive	Normal
CS.B10.T00.J02 8.18.18-0006	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.044	0.061	0.188	Alive	Normal
CS.B10.T00.J02 8.18.18-0008 A	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.048	0.049	0.163	Alive	Normal
CS.B10.T00.J02 8.18.18-0009	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.058	0.05	0.188	Alive	Normal
CS.B10.T00.J02 8.18.18-0010 A	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.039	0.038	0.133	Alive	Normal
CS.B10.T00.J02 8.18.18-0010 B	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.036	0.036	0.126	Alive	Normal
CS.B10.T00.J02 8.18.18-0012	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.039	0.06	0.181	Alive	Normal
CS.B10.T00.J02 8.18.18-0013	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.056	0.063	0.186	Alive	Normal
CS.B10.T00.J02 8.18.18-0015 A (left)	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.045	0.049	0.149	Alive	Normal
CS.B10.T00.J02 8.18.18-0015 B	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.056	0.058	0.177	Alive	Normal
CS.B10.T00.J02 8.18.18-0016	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.044	0.047	0.152	Alive	Normal
CS.B10.T00.J02 8.18.18-0017 A	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.045	0.053	0.164	Alive	Normal
CS.B10.T00.J02 8.18.18-0017 B	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.051	0.045	0.158	Alive	Normal
CS.B10.T00.J02 8.18.18-0017 C	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.044	0.042	0.136	Alive	Deformed
CS.B10.T00.J02 8.18.18-0020	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.048	0.055	0.200	Alive	Normal
CS.B10.T00.J02 8.18.18-0021	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.049	0.062	0.197	Alive	Normal
CS.B10.T00.J02 8.18.18-0022	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.053	0.056	0.184	Alive	Normal
CS.B10.T00.J02 8.18.18-0023	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.052	0.053	0.169	Alive	Normal
CS.B10.T00.J02 8.18.18-0024 A	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.067	0.081	0.29	Alive	Deformed
CS.B10.T00.J02 8.18.18-0025 A	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.054	0.054	0.178	Alive	Normal
CS.B10.T00.J02 8.18.18-0025 B	B10	T00	J02	CON	7/1/2019	Melati Tarrant	Trochophore	0.056	0.061	0.185	Alive	Normal
CS.B10.T00.J03 8.18.18-0001	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.060	0.058	0.189	Alive	Normal
CS.B10.T00.J03 8.18.18-0002	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.048	0.052	0.16	Alive	Normal
CS.B10.T00.J03 8.18.18-0003	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.058	0.060	0.194	Alive	Normal
CS.B10.T00.J03 8.18.18-0004	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.052	0.059	0.198	Alive	Normal
CS.B10.T00.J03 8.18.18-0005	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.048	0.051	0.178	Alive	Normal
CS.B10.T00.J03 8.18.18-0006	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.044	0.061	0.182	Alive	Normal
CS.B10.T00.J03 8.18.18-0007 A	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.048	0.063	0.183	Alive	Normal
CS.B10.T00.J03 8.18.18-0007 B	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.048	0.055	0.173	Alive	Normal
CS.B10.T00.J03 8.18.18-0008 A	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.046	0.054	0.174	Alive	Normal
CS.B10.T00.J03 8.18.18-0008 B	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.058	0.050	0.180	Alive	Normal
CS.B10.T00.J03 8.18.18-0009	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.055	0.057	0.185	Alive	Normal
CS.B10.T00.J03 8.18.18-0010	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.052	0.052	0.168	Alive	Normal
CS.B10.T00.J03 8.18.18-0011	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.051	0.058	0.168	Alive	Normal
CS.B10.T00.J03 8.18.18-0012	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.047	0.051	0.157	Alive	Normal
CS.B10.T00.J03 8.18.18-0013 A	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.054	0.054	0.176	Alive	Normal
CS.B10.T00.J03 8.18.18-0013 B	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.044	0.057	0.167	Alive	Normal
CS.B10.T00.J03 8.18.18-0013 C	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.048	0.061	0.162	Alive	Normal
CS.B10.T00.J03 8.18.18-0014	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.046	0.057	0.167	Alive	Normal
CS.B10.T00.J03 8.18.18-0015	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.048	0.057	0.177	Alive	Normal
CS.B10.T00.J03 8.18.18-0016	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.056	0.054	0.175	Alive	Normal
CS.B10.T00.J03 8.18.18-0017	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.055	0.056	0.178	Alive	Normal
CS.B10.T00.J03 8.18.18-0018	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.053	0.052	0.174	Alive	Normal
CS.B10.T00.J03 8.18.18-0019	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.041	0.054	0.166	Alive	Normal
CS.B10.T00.J03 8.18.18-0020	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.049	0.052	0.161	Alive	Normal
CS.B10.T00.J03 8.18.18-0021	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.044	0.059	0.172	Alive	Normal
CS.B10.T00.J03 8.18.18-0022	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.050	0.053	0.177	Alive	Normal
CS.B10.T00.J03 8.18.18-0023 A	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.046	0.06	0.169	Alive	Normal
CS.B10.T00.J03 8.18.18-0023 C	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.038	0.038	0.112	Alive	Normal
CS.B10.T00.J03 8.18.18-0024	B10	T00	J03	SE	7/1/2019	Melati Tarrant	Trochophore	0.063	0.064	0.203	Alive	Normal
CS.B10.T00.J04 8.20.18-0002	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.049	0.055	0.163	Alive	Normal
CS.B10.T00.J04 8.20.18-0003	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.047	0.06	0.181	Alive	Normal
CS.B10.T00.J04 8.20.18-0004	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.057	0.058	0.185	Alive	Normal
CS.B10.T00.J04 8.20.18-0005	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.047	0.062	0.191	Alive	Normal
CS.B10.T00.J04 8.20.18-0006	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.047	0.056	0.167	Alive	Normal
CS.B10.T00.J04 8.20.18-0007	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.049	0.051	0.158	Alive	Normal
CS.B10.T00.J04 8.20.18-0008	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.045	0.051	0.162	Alive	Normal
CS.B10.T00.J04 8.20.18-0009	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.043	0.054	0.167	Alive	Normal
CS.B10.T00.J04 8.20.18-0010	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.057	0.058	0.189	Alive	Normal
CS.B10.T00.J04 8.20.18-0011	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.046	0.051	0.169	Alive	Normal
CS.B10.T00.J04 8.20.18-0012 A (top)	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.057	0.056	0.184	Alive	Normal
CS.B10.T00.J04 8.20.18-0012 B	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.040	0.051	0.168	Alive	Normal
CS.B10.T00.J04 8.20.18-0013	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.054	0.05	0.165	Alive	Normal
CS.B10.T00.J04 8.20.18-0014 A	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.055	0.052	0.165	Alive	Normal
CS.B10.T00.J04 8.20.18-0014 B	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.053	0.057	0.181	Alive	Normal
CS.B10.T00.J04 8.20.18-0015	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.043	0.043	0.133	Alive	Normal
CS.B10.T00.J04 8.20.18-0016	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.054	0.055	0.172	Alive	Normal
CS.B10.T00.J04 8.20.18-0017	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.045	0.056	0.166	Alive	Normal
CS.B10.T00.J04 8.20.18-0018	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.044	0.055	0.166	Alive	Normal
CS.B10.T00.J04 8.20.18-0019	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.051	0.057	0.18	Alive	Normal
CS.B10.T00.J04 8.20.18-0020	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.046	0.047	0.147	Alive	Normal
CS.B10.T00.J04 8.20.18-0021	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.048	0.059	0.173	Alive	Normal
CS.B10.T00.J04 8.20.18-0022 A	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.050	0.054	0.161	Alive	Normal
CS.B10.T00.J04 8.20.18-0022 B	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.055	0.053	0.166	Alive	Normal
CS.B10.T00.J04 8.20.18-0023	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.050	0.049	0.165	Alive	Normal
CS.B10.T00.J04 8.20.18-0024 A	B10	T00	J04	SE	7/1/2019	Melati Tarrant	D-Stage	0.037	0.046	0.165	Alive	Normal
CS.B10.T00.J04 8.20.18-0024 B	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.045	0.052	0.165	Alive	Normal
CS.B10.T00.J04 8.20.18-0025	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.053	0.047	0.175	Alive	Normal
CS.B10.T00.J04 8.20.18-0026 A	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.051	0.067	0.189	Alive	Normal
CS.B10.T00.J04 8.20.18-0026 B	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.050	0.048	0.169	Alive	Normal
CS.B10.T00.J04 8.20.18-0027	B10	T00	J04	SE	7/1/2019	Melati Tarrant	Trochophore	0.051	0.06	0.184	Alive	Normal
CS.B10.T00.J05 8.22.18-0001	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.044	0.060	0.174	Alive	Normal
CS.B10.T00.J05 8.22.18-0002	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.052	0.048	0.161	Alive	Normal
CS.B10.T00.J05 8.22.18-0003	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.053	0.052	0.163	Alive	Normal
CS.B10.T00.J05 8.22.18-0004	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.045	0.054	0.157	Alive	Normal
CS.B10.T00.J05 8.22.18-0006	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.050	0.052	0.165	Alive	Normal
CS.B10.T00.J05 8.22.18-0007	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.052	0.054	0.174	Alive	Normal
CS.B10.T00.J05 8.22.18-0008	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.052	0.051	0.172	Alive	Normal
CS.B10.T00.J05 8.22.18-0009	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.044	0.059	0.179	Alive	Normal
CS.B10.T00.J05 8.22.18-0011 A	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.039	0.055	0.157	Alive	Normal
CS.B10.T00.J05 8.22.18-0011 B	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.052	0.058	0.169	Alive	Normal
CS.B10.T00.J05 8.22.18-0012	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.047	0.051	0.173	Alive	Normal
CS.B10.T00.J05 8.22.18-0014	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.047	0.056	0.16	Alive	Normal
CS.B10.T00.J05 8.22.18-0015	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.036	0.031	0.115	Alive	Normal
CS.B10.T00.J05 8.22.18-0016	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.047	0.056	0.167	Alive	Normal
CS.B10.T00.J05 8.22.18-0017	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.044	0.053	0.154	Alive	Normal
CS.B10.T00.J05 8.22.18-0018	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.056	0.057	0.187	Alive	Normal
CS.B10.T00.J05 8.22.18-0019	B10	T00	J05	CA	7/1/2019	Melati Tarrant	Trochophore	0.055	0.056	0.184	Alive	Normal
CS.B10.T00.J05 8.22.18-0020	B10	T00	J05	CA	7/2/2019	Melati Tarrant	Trochophore	0.050	0.052	0.178	Alive	Normal
CS.B10.T00.J05 8.22.18-0021	B10	T00	J05	CA	7/2/2019	Melati Tarrant	Trochophore	0.052	0.050	0.160	Alive	Normal
CS.B10.T00.J05 8.22.18-0022	B10	T00	J05	CA	7/2/2019	Melati Tarrant	Trochophore	0.050	0.046	0.157	Alive	Normal
CS.B10.T00.J05 8.22.18-0023 A	B10	T00	J05	CA	7/2/2019	Melati Tarrant	Trochophore	0.047	0.046	0.154	Alive	Normal
CS.B10.T00.J05 8.22.18-0024	B10	T00	J05	CA	7/2/2019	Melati Tarrant	Trochophore	0.050	0.045	0.176	Alive	Normal
CS.B10.T00.J05 8.22.18-0025	B10	T00	J05	CA	7/2/2019	Melati Tarrant	Trochophore	0.051	0.055	0.174	Alive	Normal
CS.B10.T00.J05 8.22.18-0026	B10	T00	J05	CA	7/2/2019	Melati Tarrant	Trochophore	0.052	0.045	0.16	Alive	Normal
CS.B10.T00.J05 8.22.18-0027	B10	T00	J05	CA	7/2/2019	Melati Tarrant	Trochophore	0.049	0.049	0.196	Alive	Normal
CS.B10.T00.J06 8.24.18-0001	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.047	0.047	0.177	Alive	Normal
CS.B10.T00.J06 8.24.18-0002	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.050	0.051	0.18	Alive	Normal
CS.B10.T00.J06 8.24.18-0003	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.053	0.056	0.172	Alive	Normal
CS.B10.T00.J06 8.24.18-0004	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.044	0.052	0.155	Alive	Normal
CS.B10.T00.J06 8.24.18-0005	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.049	0.044	0.154	Alive	Normal
CS.B10.T00.J06 8.24.18-0006	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.050	0.041	0.157	Alive	Normal
CS.B10.T00.J06 8.24.18-0007	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.052	0.047	0.161	Alive	Normal
CS.B10.T00.J06 8.24.18-0008	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.053	0.065	0.190	Alive	Normal
CS.B10.T00.J06 8.24.18-0009	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.052	0.056	0.175	Alive	Deformed
CS.B10.T00.J06 8.24.18-0010 A	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.054	0.042	0.174	Alive	Deformed
CS.B10.T00.J06 8.24.18-0010 B	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.052	0.056	0.182	Alive	Normal
CS.B10.T00.J06 8.24.18-0011	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.051	0.051	0.167	Alive	Normal
CS.B10.T00.J06 8.24.18-0012	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.055	0.038	0.156	Alive	Normal
CS.B10.T00.J06 8.24.18-0013 A	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.048	0.059	0.192	Alive	Normal
CS.B10.T00.J06 8.24.18-0014	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.056	0.056	0.183	Alive	Normal
CS.B10.T00.J06 8.24.18-0015	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.048	0.048	0.177	Alive	Normal
CS.B10.T00.J06 8.24.18-0016	B10	T00	J06	CON	7/2/2019	Melati Tarrant	D-Stage	0.037	0.047	0.167	Alive	Normal
CS.B10.T00.J06 8.24.18-0017	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.045	0.050	0.161	Alive	Normal
CS.B10.T00.J06 8.24.18-0018	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.061	0.051	0.198	Alive	Normal
CS.B10.T00.J06 8.24.18-0019	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.043	0.046	0.133	Alive	Normal
CS.B10.T00.J06 8.24.18-0020	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.051	0.043	0.164	Alive	Normal
CS.B10.T00.J06 8.24.18-0021 A	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.052	0.055	0.176	Alive	Normal
CS.B10.T00.J06 8.24.18-0021 B	B10	T00	J06	CON	7/2/2019	Melati Tarrant	D-Stage	0.034	0.052	0.178	Alive	Normal
CS.B10.T00.J06 8.24.18-0022	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.058	0.048	0.178	Alive	Normal
CS.B10.T00.J06 8.24.18-0024	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.044	0.056	0.166	Alive	Normal
CS.B10.T00.J06 8.24.18-0025	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.040	0.052	0.154	Alive	Normal
CS.B10.T00.J06 8.24.18-0026	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.049	0.055	0.171	Alive	Normal
CS.B10.T00.J06 8.24.18-0027	B10	T00	J06	CON	7/2/2019	Melati Tarrant	Trochophore	0.047	0.048	0.154	Alive	Normal
CS.B10.T00.J07 8.24.18-0001	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.051	0.05	0.176	Alive	Normal
CS.B10.T00.J07 8.24.18-0002	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.041	0.042	0.128	Alive	Normal
CS.B10.T00.J07 8.24.18-0003	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.055	0.055	0.172	Alive	Normal
CS.B10.T00.J07 8.24.18-0004	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.051	0.039	0.175	Alive	Deformed
CS.B10.T00.J07 8.24.18-0005	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.045	0.048	0.161	Alive	Normal
CS.B10.T00.J07 8.24.18-0006	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.048	0.051	0.162	Alive	Normal
CS.B10.T00.J07 8.24.18-0007	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.045	0.056	0.173	Alive	Normal
CS.B10.T00.J07 8.24.18-0008	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.044	0.053	0.162	Alive	Normal
CS.B10.T00.J07 8.24.18-0009	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.054	0.058	0.181	Alive	Normal
CS.B10.T00.J07 8.24.18-0010	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.047	0.055	0.171	Alive	Normal
CS.B10.T00.J07 8.24.18-0011	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.045	0.051	0.149	Alive	Normal
CS.B10.T00.J07 8.24.18-0012	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.057	0.059	0.184	Alive	Normal
CS.B10.T00.J07 8.24.18-0013	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.052	0.056	0.168	Alive	Normal
CS.B10.T00.J07 8.24.18-0015	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.047	0.056	0.169	Alive	Normal
CS.B10.T00.J07 8.24.18-0016	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.048	0.056	0.17	Alive	Normal
CS.B10.T00.J07 8.24.18-0017	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.055	0.058	0.18	Alive	Normal
CS.B10.T00.J07 8.24.18-0018	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.043	0.043	0.138	Alive	Normal
CS.B10.T00.J07 8.24.18-0019	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.044	0.049	0.154	Alive	Normal
CS.B10.T00.J07 8.24.18-0020	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.046	0.056	0.18	Alive	Normal
CS.B10.T00.J07 8.24.18-0021	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.048	0.056	0.165	Alive	Normal
CS.B10.T00.J07 8.24.18-0022	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.050	0.052	0.164	Alive	Normal
CS.B10.T00.J07 8.24.18-0023	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.052	0.055	0.169	Alive	Normal
CS.B10.T00.J07 8.24.18-0024	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.055	0.053	0.168	Alive	Normal
CS.B10.T00.J07 8.24.18-0025	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.065	0.057	0.186	Alive	Deformed
CS.B10.T00.J07 8.24.18-0026	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.052	0.055	0.166	Alive	Normal
CS.B10.T00.J07 8.24.18-0027	B10	T00	J07	CASE	7/2/2019	Melati Tarrant	Trochophore	0.047	0.055	0.166	Alive	Normal
